STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,2007,2010,2012,2014,2016,2018,2023
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ETH,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TML,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Ethiopia,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Timeliness,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,37.0,144.0,143.0,78.0,149.0,,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,QAT,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Qatar,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,46.0,55.0,33.0,29.0,30.0,30.0,34.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,POL,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Poland,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,51.0,43.0,42.0,46.0,45.0,35.0,39.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,BGR,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_INF,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Bulgaria,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Infrastructure,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.46667,2.3,3.204668,2.9375,2.351053,2.762986,3.1
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,GUY,LPI_TRC,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Guyana,Logistics Performance Index (LPI): Tracking and tracing component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,98.0,136.0,140.0,117.0,69.0,121.0,129.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,JOR,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TRC,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Jordan,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Tracking and tracing,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,57.0,133.0,104.0,96.0,62.0,84.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,BEN,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_LOG,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Benin,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Logistics,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.55556,2.637277,2.902778,2.351515,2.471603,2.502329,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,HND,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_SC_LB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Honduras,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Score - Lower bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,2.687067,2.379277,2.420334,2.254721,2.451471,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ATG,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Antigua and Barbuda,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,,,,,,2.7
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,BHS,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,"Bahamas, The",Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,2.396078,2.769957,2.740867,2.721296,2.408433,2.5
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,IRN,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TRC,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,"Iran, Islamic Rep.",Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Tracking and tracing,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.0,2.5,2.493274,,2.444444,2.766704,2.4
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,COL,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TML,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Colombia,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Timeliness,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.93939,3.516042,3.451564,2.87381,3.231435,3.17097,3.2
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,GIN,LPI_TML,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Guinea,Logistics Performance Index (LPI): Timeliness of shipments component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,45.0,104.0,147.0,86.0,148.0,160.0,125.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,IRQ,LPI_IS,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Iraq,Logistics Performance Index (LPI): International shipping component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,2.2,2.381332,2.30889,2.333148,2.324812,2.5
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MMR,LPI_CTMS,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Myanmar,Logistics Performance Index (LPI): Customs and other border control component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,124.0,146.0,122.0,150.0,96.0,131.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,COM,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TRC,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Comoros,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Tracking and tracing,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,83.0,78.0,138.0,128.0,113.0,68.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,NOR,LPI_TRC,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Norway,Logistics Performance Index (LPI): Tracking and tracing component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,3.66667,4.10101,3.670652,3.499634,3.823581,3.944192,3.7
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,JPN,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Japan,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,6.0,5.0,9.0,7.0,11.0,2.0,5.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,SOM,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TRC,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Somalia,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Tracking and tracing,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,144.0,155.0,,160.0,160.0,140.0,137.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,STP,LPI_LOG,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Sao Tome and Principe,Logistics Performance Index (LPI): Quality of logistics services component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,3.0,,2.419192,2.495581,2.416119,2.646285,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,KHM,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_CTMS,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Cambodia,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Customs,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.19048,2.27975,2.29779,2.666667,2.615385,2.369744,2.2
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MRT,LPI_LOG,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Mauritania,Logistics Performance Index (LPI): Quality of logistics services component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.7,,2.282155,2.058333,1.742857,2.192369,2.5
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MLI,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TML,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Mali,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Timeliness,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.88235,2.899863,,2.902778,2.928013,2.827022,3.1
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ATG,LPI_CTMS,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Antigua and Barbuda,Logistics Performance Index (LPI): Customs and other border control component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,,,,,,2.2
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,BEL,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TML,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Belgium,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Timeliness,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,10.0,12.0,9.0,2.0,4.0,1.0,4.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,SWE,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_CI,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Sweden,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Confidence Interval,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,0.0805497671339923,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,IDN,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_CI,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Indonesia,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Confidence Interval,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,0.13246011431534377,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,THA,LPI_TML,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Thailand,Logistics Performance Index (LPI): Timeliness of shipments component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,3.91176,3.725165,3.626809,3.95624,3.559929,3.813817,3.5
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MNG,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TRC,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Mongolia,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Tracking and tracing,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.0,2.418097,2.288889,2.129516,2.467949,2.099759,2.4
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,TZA,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK_LB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Tanzania,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank - Lower bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,68.0,76.0,108.0,56.0,,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,TJK,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Tajikistan,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.0,2.0,2.028388,2.364091,2.133333,2.166173,2.5
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,UZB,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_LOG,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Uzbekistan,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Logistics,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,118.0,89.0,117.0,122.0,116.0,88.0,92.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ARG,LPI_LOG,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Argentina,Logistics Performance Index (LPI): Quality of logistics services component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,3.0,3.03062,2.952439,2.930554,2.825233,2.777043,2.7
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,LVA,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TML,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Latvia,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Timeliness,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,3.6875,3.720725,3.078947,4.059148,3.621859,2.878851,4.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,SAU,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK_LB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Saudi Arabia,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank - Lower bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,33.0,35.0,45.0,45.0,44.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,AZE,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TRC,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Azerbaijan,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Tracking and tracing,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.375,2.646104,2.750567,2.142857,,,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MMR,LPI_CTMS,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Myanmar,Logistics Performance Index (LPI): Customs and other border control component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.07143,1.9375,2.235294,1.968452,2.428571,2.166667,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ISR,LPI_CTMS,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Israel,Logistics Performance Index (LPI): Customs and other border control component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.73333,3.117298,,3.101191,3.5,3.316621,3.4
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,KAZ,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK_LB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Kazakhstan,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank - Lower bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,50.0,61.0,66.0,68.0,56.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,SLV,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_SC_UB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,El Salvador,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Score - Upper bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,2.84061,2.763917,3.110602,2.930163,2.703845,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,PER,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_CI,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Peru,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Confidence Interval,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,0.1457665083674213,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,LBN,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK_UB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Lebanon,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank - Upper bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,51.0,139.0,135.0,136.0,119.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,GRC,LPI_TRC,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Greece,Logistics Performance Index (LPI): Tracking and tracing component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,27.0,43.0,63.0,61.0,30.0,45.0,20.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MKD,LPI_TML,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,North Macedonia,Logistics Performance Index (LPI): Timeliness of shipments component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.83333,3.09897,2.790786,2.807487,3.129398,3.034922,3.5
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,LAO,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_IS,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Lao PDR,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: International Shipping,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,103.0,97.0,123.0,120.0,148.0,85.0,121.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,QAT,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Qatar,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,55.0,51.0,34.0,29.0,28.0,27.0,19.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ERI,LPI_TRC,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Eritrea,Logistics Performance Index (LPI): Tracking and tracing component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.5,1.547619,1.833333,2.01,2.026418,2.167262,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,PRT,LPI_LOG,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Portugal,Logistics Performance Index (LPI): Quality of logistics services component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,3.19048,3.309152,3.484563,3.713122,3.153843,3.705938,3.6
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,BIH,LPI_TRC,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Bosnia and Herzegovina,Logistics Performance Index (LPI): Tracking and tracing component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,105.0,86.0,71.0,107.0,95.0,70.0,54.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,CHL,LPI_TML,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Chile,Logistics Performance Index (LPI): Timeliness of shipments component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,44.0,44.0,54.0,44.0,44.0,31.0,65.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,PER,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_SC_UB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Peru,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Score - Upper bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,2.942472,3.094136,2.99306,3.063709,2.911128,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,KAZ,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Kazakhstan,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,133.0,62.0,86.0,88.0,77.0,71.0,79.0
